"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","R","S","Model","Chain","Cluster_plt","Ontology"
"99","K35
(21)","CC","GO:0000777","condensed chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"ALL"
"100","K35
(21)","CC","GO:0000778","condensed nuclear chromosome kinetochore",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"ALL"
"101","K35
(21)","CC","GO:0000779","condensed chromosome, centromeric region",0.19047619047619,"21/550",0.00617728725960692,0.029432956942833,0.0210372011937078,"855144/850734/855859/854240",4,"K35 (21)","Consensus clustering",500,100,"CC(500,100)",NA,35,"ALL"
"102","K36
(26)","CC","GO:0000794","condensed nuclear chromosome",0.269230769230769,"36/550",0.000755758057116145,0.0423240356312175,0.0327087817003413,"853010/850995/854827/852180/851533/851708/851925",7,"K36 (26)","Consensus clustering",500,100,"CC(500,100)",NA,36,"ALL"
"103","K36
(26)","CC","GO:0000793","condensed chromosome",0.269230769230769,"38/550",0.00107149457294222,0.0423240356312175,0.0327087817003413,"853010/850995/854827/852180/851533/851708/851925",7,"K36 (26)","Consensus clustering",500,100,"CC(500,100)",NA,36,"ALL"
"104","K38
(9)","MF","GO:0008289","lipid binding",0.444444444444444,"14/546",3.19652975288265e-05,0.00073520184316301,0.00073520184316301,"851926/854903/852382/855221",4,"K38 (9)","Consensus clustering",500,100,"CC(500,100)",NA,38,"ALL"
"105","K40
(10)","CC","GO:0030863","cortical cytoskeleton",0.3,"11/550",0.000664504664065574,0.045186317156459,0.0398702798439345,"854953/855948/856418",3,"K40 (10)","Consensus clustering",500,100,"CC(500,100)",NA,40,"ALL"
"106","K47
(19)","BP","GO:0042254","ribosome biogenesis",0.736842105263158,"22/549",1.58015220084099e-18,2.25961764720261e-16,1.92944900313216e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"107","K47
(19)","BP","GO:0022613","ribonucleoprotein complex biogenesis",0.736842105263158,"23/549",4.00245377854702e-18,2.86175445166112e-16,2.44360335953397e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"108","K47
(19)","BP","GO:0006364","rRNA processing",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"109","K47
(19)","BP","GO:0016072","rRNA metabolic process",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"110","K47
(19)","BP","GO:0034470","ncRNA processing",0.684210526315789,"22/549",2.14338974109356e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853996/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"111","K47
(19)","CC","GO:0030684","preribosome",0.578947368421053,"16/550",9.7663390433391e-15,2.44158476083478e-13,1.43924996428155e-13,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851403/851656",11,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"112","K47
(19)","CC","GO:1990904","ribonucleoprotein complex",0.578947368421053,"20/550",3.55306925935769e-13,4.44133657419711e-12,2.61805103321093e-12,"854221/852569/853048/853956/850689/856553/855408/851208/856228/851403/851656",11,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"113","K47
(19)","CC","GO:0005730","nucleolus",0.631578947368421,"31/550",3.97336987345011e-12,3.31114156120843e-11,1.95183081502812e-11,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",500,100,"CC(500,100)",NA,47,"ALL"
"114","K51
(18)","BP","GO:0071702","organic substance transport",0.5,"59/549",2.38302265646119e-05,0.00465354844874365,0.00392239274957224,"852960/854447/851211/855418/851417/853361/853406/855387/854183",9,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"115","K51
(18)","BP","GO:0071705","nitrogen compound transport",0.444444444444444,"47/549",3.64068734880914e-05,0.00465354844874365,0.00392239274957224,"852960/854447/851211/855418/853361/853406/855387/854183",8,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"116","K51
(18)","BP","GO:0072594","establishment of protein localization to organelle",0.277777777777778,"15/549",5.15152964805571e-05,0.00465354844874365,0.00392239274957224,"852960/855418/853361/855387/854183",5,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"117","K51
(18)","BP","GO:0006810","transport",0.555555555555556,"86/549",8.17942351541122e-05,0.0055415594316911,0.0046708813232743,"852960/853729/854447/851211/855418/851417/853361/853406/855387/854183",10,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"118","K51
(18)","BP","GO:0016192","vesicle-mediated transport",0.277777777777778,"22/549",0.000391707526358253,0.0096502490584624,0.00813402231767855,"852960/853729/853361/853406/854183",5,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"119","K51
(18)","MF","GO:0019899","enzyme binding",0.333333333333333,"22/546",2.83642764790715e-05,0.00153167092986986,0.0014331423905215,"852960/852961/855418/853361/853406/854183",6,"K51 (18)","Consensus clustering",500,100,"CC(500,100)",NA,51,"ALL"
"120","K52
(5)","BP","GO:0042254","ribosome biogenesis",0.6,"22/549",0.000532556040481852,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"ALL"
"121","K52
(5)","BP","GO:0022613","ribonucleoprotein complex biogenesis",0.6,"23/549",0.000610715024175175,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"ALL"
"122","K52
(5)","CC","GO:0030684","preribosome",0.6,"16/550",0.000195884439397032,0.00391768878794064,0.00247432976080462,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"ALL"
"123","K52
(5)","CC","GO:1990904","ribonucleoprotein complex",0.6,"20/550",0.000394326844189126,0.00394326844189126,0.00249048533172079,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"ALL"
"124","K52
(5)","CC","GO:0005730","nucleolus",0.6,"31/550",0.00150724298497821,0.00603324948371488,0.00381047335813571,"851240/850551/855613",3,"K52 (5)","Consensus clustering",500,100,"CC(500,100)",NA,52,"ALL"
"125","K53
(9)","BP","GO:0080090","regulation of primary metabolic process",0.777777777777778,"125/549",0.000655752157726838,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"ALL"
"126","K53
(9)","CC","GO:0005654","nucleoplasm",0.444444444444444,"25/550",0.000361476973896465,0.0173508947470303,0.0167420914225731,"852501/850980/853650/853244",4,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"ALL"
"127","K53
(9)","MF","GO:0003682","chromatin binding",0.444444444444444,"29/546",0.000677091264336194,0.0188456781901328,0.0142582433675347,"852501/850980/853650/853244",4,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"ALL"
"128","K53
(9)","MF","GO:0003688","DNA replication origin binding",0.333333333333333,"13/546",0.000819064687392371,0.0188456781901328,0.0142582433675347,"852501/850980/853244",3,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"ALL"
"129","K53
(9)","MF","GO:1990837","sequence-specific double-stranded DNA binding",0.444444444444444,"31/546",0.000883391165162475,0.0188456781901328,0.0142582433675347,"852501/850980/853650/853244",4,"K53 (9)","Consensus clustering",500,100,"CC(500,100)",NA,53,"ALL"
"130","K54
(6)","BP","GO:0006302","double-strand break repair",0.666666666666667,"43/549",0.000439483036256282,0.0135076811722918,0.0118488431335893,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"131","K54
(6)","BP","GO:0050896","response to stimulus",1,"163/549",0.000641467141460006,0.0135076811722918,0.0118488431335893,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"132","K54
(6)","BP","GO:0006281","DNA repair",0.666666666666667,"72/549",0.00334125166676146,0.0472548450013406,0.0414516184222286,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"133","K54
(6)","CC","GO:0005654","nucleoplasm",0.5,"25/550",0.0015216447813431,0.0335281853174005,0.030448713188145,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"134","K54
(6)","CC","GO:0032993","protein-DNA complex",0.5,"30/550",0.00262966159352161,0.0335281853174005,0.030448713188145,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"135","K54
(6)","MF","GO:0000166","nucleotide binding",1,"87/546",1.41066351651152e-05,0.000171265626542221,5.65583080428388e-05,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"136","K54
(6)","MF","GO:1901265","nucleoside phosphate binding",1,"87/546",1.41066351651152e-05,0.000171265626542221,5.65583080428388e-05,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"137","K54
(6)","MF","GO:0043168","anion binding",1,"88/546",1.51388279820748e-05,0.000171265626542221,5.65583080428388e-05,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"138","K54
(6)","MF","GO:0036094","small molecule binding",1,"89/546",1.62332010892128e-05,0.000171265626542221,5.65583080428388e-05,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"139","K54
(6)","MF","GO:0017111","nucleoside-triphosphatase activity",0.833333333333333,"48/546",2.41637107117023e-05,0.000171265626542221,5.65583080428388e-05,"852673/853671/852258/856394/856680",5,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"140","K54
(6)","MF","GO:0003688","DNA replication origin binding",0.5,"13/546",0.000203342628674293,0.000797728774029919,0.000263439842816898,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"141","K54
(6)","MF","GO:1990837","sequence-specific double-stranded DNA binding",0.5,"31/546",0.00296073711820627,0.00539277117958999,0.00178089450719174,"852673/852258/856680",3,"K54 (6)","Consensus clustering",500,100,"CC(500,100)",NA,54,"ALL"
"142","K2
(7)","CC","GO:0005933","cellular bud",0.714285714285714,"73/550",0.000615054808928702,0.0196817538857185,0.0161856528665448,"855389/855804/854437/855945/851375",5,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"143","K2
(7)","CC","GO:0005935","cellular bud neck",0.571428571428571,"57/550",0.0028779775772904,0.0243396461559259,0.0200161563782286,"855804/854437/855945/851375",4,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"144","K2
(7)","CC","GO:0005618","cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"145","K2
(7)","CC","GO:0009277","fungal-type cell wall",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"146","K2
(7)","CC","GO:0030312","external encapsulating structure",0.428571428571429,"30/550",0.00443213382959425,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"147","K2
(7)","CC","GO:0005576","extracellular region",0.428571428571429,"31/550",0.00487928559585072,0.0243396461559259,0.0200161563782286,"853692/855389/855804",3,"K2 (7)","Consensus clustering",1001,500,"CC(1001,500)",NA,2,"ALL"
"148","K3
(12)","BP","GO:0032787","monocarboxylic acid metabolic process",0.583333333333333,"14/549",8.94588576861862e-10,1.87863601140991e-07,1.77034371000032e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,500,"CC(1001,500)",NA,3,"ALL"
"149","K3
(12)","BP","GO:0019752","carboxylic acid metabolic process",0.583333333333333,"19/549",1.26055222536154e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,500,"CC(1001,500)",NA,3,"ALL"
"150","K3
(12)","BP","GO:0006082","organic acid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,500,"CC(1001,500)",NA,3,"ALL"
"151","K3
(12)","BP","GO:0043436","oxoacid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Consensus clustering",1001,500,"CC(1001,500)",NA,3,"ALL"
"152","K3
(12)","BP","GO:0006091","generation of precursor metabolites and energy",0.5,"12/549",2.17902679819912e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/856314/850317/850614/856044",6,"K3 (12)","Consensus clustering",1001,500,"CC(1001,500)",NA,3,"ALL"
"153","K4
(15)","MF","GO:0004518","nuclease activity",0.266666666666667,"20/546",0.00138735833830385,0.0318200214090901,0.0272144919946165,"851456/851873/853500/852395",4,"K4 (15)","Consensus clustering",1001,500,"CC(1001,500)",NA,4,"ALL"
"154","K4
(15)","MF","GO:0016788","hydrolase activity, acting on ester bonds",0.333333333333333,"37/546",0.00198875133806813,0.0318200214090901,0.0272144919946165,"854151/851456/851873/853500/852395",5,"K4 (15)","Consensus clustering",1001,500,"CC(1001,500)",NA,4,"ALL"
"155","K10
(4)","BP","GO:0045229","external encapsulating structure organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K10 (4)","Consensus clustering",1001,500,"CC(1001,500)",NA,10,"ALL"
"156","K10
(4)","BP","GO:0071555","cell wall organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K10 (4)","Consensus clustering",1001,500,"CC(1001,500)",NA,10,"ALL"
"157","K10
(4)","BP","GO:0071554","cell wall organization or biogenesis",0.75,"42/549",0.00158453101054067,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K10 (4)","Consensus clustering",1001,500,"CC(1001,500)",NA,10,"ALL"
"158","K10
(4)","CC","GO:0005576","extracellular region",1,"31/550",8.34326540545742e-06,0.000191895104325521,0.000166865308109148,"853693/853366/855562/856893",4,"K10 (4)","Consensus clustering",1001,500,"CC(1001,500)",NA,10,"ALL"
"159","K11
(21)","BP","GO:0007064","mitotic sister chromatid cohesion",0.285714285714286,"22/549",7.43422459904361e-05,0.019775037433456,0.0186246889954987,"850584/854315/853371/855459/850297/850540",6,"K11 (21)","Consensus clustering",1001,500,"CC(1001,500)",NA,11,"ALL"
"160","K11
(21)","BP","GO:0007062","sister chromatid cohesion",0.285714285714286,"25/549",0.000163996304406288,0.0218115084860363,0.0205426949729981,"850584/854315/853371/855459/850297/850540",6,"K11 (21)","Consensus clustering",1001,500,"CC(1001,500)",NA,11,"ALL"
"161","K11
(21)","BP","GO:0006974","cellular response to DNA damage stimulus",0.476190476190476,"81/549",0.000257172763119354,0.0228026516632494,0.0214761816218969,"851399/850584/853752/855642/854315/850719/853371/855459/850297/850540",10,"K11 (21)","Consensus clustering",1001,500,"CC(1001,500)",NA,11,"ALL"
"162","K11
(21)","BP","GO:0006302","double-strand break repair",0.333333333333333,"43/549",0.000562731038333381,0.0299897684724105,0.0282452113036553,"850584/853752/854315/850719/853371/855459/850540",7,"K11 (21)","Consensus clustering",1001,500,"CC(1001,500)",NA,11,"ALL"
"163","K11
(21)","BP","GO:0006281","DNA repair",0.428571428571429,"72/549",0.000563717452488919,0.0299897684724105,0.0282452113036553,"850584/853752/855642/854315/850719/853371/855459/850297/850540",9,"K11 (21)","Consensus clustering",1001,500,"CC(1001,500)",NA,11,"ALL"
"164","K12
(6)","BP","GO:1902903","regulation of supramolecular fiber organization",0.5,"12/549",0.000154541820039996,0.0143587255540584,0.0127404508911734,"851904/852819/856736",3,"K12 (6)","Consensus clustering",1001,500,"CC(1001,500)",NA,12,"ALL"
"165","K12
(6)","BP","GO:0051495","positive regulation of cytoskeleton organization",0.5,"13/549",0.000200067530961327,0.0143587255540584,0.0127404508911734,"851904/852819/856736",3,"K12 (6)","Consensus clustering",1001,500,"CC(1001,500)",NA,12,"ALL"
"166","K12
(6)","BP","GO:0044089","positive regulation of cellular component biogenesis",0.5,"15/549",0.000315638466209315,0.0143587255540584,0.0127404508911734,"851904/852819/856736",3,"K12 (6)","Consensus clustering",1001,500,"CC(1001,500)",NA,12,"ALL"
"167","K12
(6)","BP","GO:0048522","positive regulation of cellular process",0.833333333333333,"82/549",0.000353853864656944,0.0143587255540584,0.0127404508911734,"851904/856897/852791/852819/856736",5,"K12 (6)","Consensus clustering",1001,500,"CC(1001,500)",NA,12,"ALL"
"168","K12
(6)","BP","GO:0048518","positive regulation of biological process",0.833333333333333,"83/549",0.000375882867907289,0.0143587255540584,0.0127404508911734,"851904/856897/852791/852819/856736",5,"K12 (6)","Consensus clustering",1001,500,"CC(1001,500)",NA,12,"ALL"
"169","K13
(11)","CC","GO:0005618","cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K13 (11)","Consensus clustering",1001,500,"CC(1001,500)",NA,13,"ALL"
"170","K13
(11)","CC","GO:0009277","fungal-type cell wall",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K13 (11)","Consensus clustering",1001,500,"CC(1001,500)",NA,13,"ALL"
"171","K13
(11)","CC","GO:0030312","external encapsulating structure",0.363636363636364,"30/550",0.0018274246129046,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K13 (11)","Consensus clustering",1001,500,"CC(1001,500)",NA,13,"ALL"
"172","K13
(11)","CC","GO:0005576","extracellular region",0.363636363636364,"31/550",0.00207602121378236,0.0140131431930309,0.0120190701850558,"852856/853367/856546/850731",4,"K13 (11)","Consensus clustering",1001,500,"CC(1001,500)",NA,13,"ALL"
"173","K13
(11)","CC","GO:0031225","anchored component of membrane",0.272727272727273,"18/550",0.00413429026270169,0.0223251674185891,0.0191482917430394,"853367/856546/850731",3,"K13 (11)","Consensus clustering",1001,500,"CC(1001,500)",NA,13,"ALL"
